Organization Name,Location,Tax Identification Number,KCEGP Code,Website,Short Description,Category,Category 3,Category 2,Link 1,Link 2,Link 3,Link 4,Status,Community of Opportunity,Current Pledges,Link 1 description,Link 2 description,Link 3 description,Link 4 description,Communities Served 1,Communities Served 2,Communities Served 3
Parent Trust for Washington Children,"2200 Rainier Ave S
Seattle, WA 98144
(47.583459992, -122.301702994)",91-1036940,9223,https://www.parenttrust.org,We are a statewide nonprofit dedicated to preventing child abuse and neglect. We’re creating a world where families are strong – and no child ever needs to enter foster care.,Health (General),,"Mental Health, Disabilities, & Substance Abuse",https://www.charitynavigator.org/ein/911036940,https://www.guidestar.org/profile/91-1036940,,,Returning,,,https://www.charitynavigator.org/ein/911036940,https://www.guidestar.org/profile/91-1036940,,,Children & Youth,Economically Disadvantaged People,
Susan G. Komen,"5005 Lyndon B Johnson Fwy Ste 250
Dallas, TX 75244
(32.928019, -96.821925005)",75-1835298,4124,https://www.komen.org,Our mission is to save lives by meeting the most critical needs in our communities investing in breakthrough research to prevent & cure breast cancer.,"Disease, Disorders, & Medical Research",Community Development,Health (General),,https://www.guidestar.org/profile/75-1835298,,,Returning,,,,https://www.guidestar.org/profile/75-1835298,,,Women & Girls,Economically Disadvantaged People,Seniors
Atlas Assistance Dogs,"PO Box 525
Bellevue, WA 98009
(47.62082, -122.20171)",81-1852987,9847,https://www.atlasdog.org,We help people with disabilities overcome obstacles to obtaining a service dog by helping them train their own service dog and providing the support to ensure they succeed.,"Mental Health, Disabilities, & Substance Abuse",,Animals,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=811852987,https://www.guidestar.org/profile/81-1852987,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=811852987,https://www.guidestar.org/profile/81-1852987,,,People With Disabilities,,
College Possible Washington,"3211 Martin Luther King Jr Way S Ste A
Seattle, WA 98144
(47.574505018, -122.297253964)",41-1968798,9602,https://collegepossible.org/washington/,Making college graduation possible for low-income students through an intensive curriculum of coaching and support.,Education & Literacy,Youth Development,Poverty Relief,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=411968798,https://www.guidestar.org/profile/41-1968798,https://www.bbb.org/western-washington/Charity-Reviews/charity-education-and-literacy/college-access-now-in-seattle-wa-22823102,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=411968798,https://www.guidestar.org/profile/41-1968798,https://www.bbb.org/western-washington/Charity-Reviews/charity-education-and-literacy/college-access-now-in-seattle-wa-22823102,,"Black, African American, African",Economically Disadvantaged People,
Earthjustice,"50 California St Ste 500
San Francisco, CA 94111
(37.794066001, -122.397374959)",94-1730465,2583,https://earthjustice.org/,"Wields the power of law to preserve magnificent places and wildlife, protect people's health, advance clean energy, and combat climate change-without charging clients.",Environment,,,https://www.charitynavigator.org/ein/941730465,https://www.guidestar.org/profile/94-1730465,https://give.org/charity-reviews/national/Environment/Earthjustice-in-San-Francisco-ca-269,,Returning,,,https://www.charitynavigator.org/ein/941730465,https://www.guidestar.org/profile/94-1730465,https://give.org/charity-reviews/national/Environment/Earthjustice-in-San-Francisco-ca-269,,,,
Crohn's & Colitis Foundation,"733 Third Ave Ste 510
New York, NY 10017
(40.753060379, -73.972557799)",13-6193105,4097,https://www.crohnscolitisfoundation.org,"Our mission is to cure Crohn's disease and ulcerative colitis, and to improve the quality of life of children and adults affected by these diseases.",Health (General),,"Disease, Disorders, & Medical Research",,https://www.guidestar.org/profile/13-6193105,,,Returning,,,,https://www.guidestar.org/profile/13-6193105,,,Children & Youth,Economically Disadvantaged People,Women & Girls
Fix Democracy First Education Fund,"1402 3rd Ave Ste 500
Seattle, WA 98101
(47.609192979, -122.336836999)",26-1499049,10089,https://www.fixdemocracyfirst.org/about#fdf-education-fund,"We focus on voter registration, education and outreach to increase civic engagement and participation in democracy.",Social & Economic Justice,Youth Development,Human & Civil Rights,https://www.charitynavigator.org/ein/261499049,https://www.guidestar.org/profile/26-1499049,,,Returning,,,https://www.charitynavigator.org/ein/261499049,https://www.guidestar.org/profile/26-1499049,,,,,
"Jane Goodall Institute for Wildlife Research, Education, and Conservation","1120 20th St NW #520s
Washington, DC 20036
(38.904592064, -77.045383787)",94-2474731,2551,https://janegoodall.org/,"JGI promotes the understanding and protection of great apes and their habitat, and works to inspire individual action to help animals, people, and the environment.",Environment,,Animals,https://www.charitynavigator.org/ein/942474731,https://www.guidestar.org/profile/94-2474731,"https://give.org/charity-reviews/national/Animal-Protection/Jane-Goodall-Institute-for-Wildlife,-Research,-Education-and-Conservation-in-Vienna-va-1502",,Returning,,,https://www.charitynavigator.org/ein/942474731,https://www.guidestar.org/profile/94-2474731,"https://give.org/charity-reviews/national/Animal-Protection/Jane-Goodall-Institute-for-Wildlife,-Research,-Education-and-Conservation-in-Vienna-va-1502",,,,
Communities of Rooted Brilliance,"5224 Wilson Ave S Ste 201
Seattle, WA 98118
(47.554349013, -122.26908004)",27-1458930,9917,https://www.rootedbrilliance.org,CRB provides newcomers with community-inspired educational opportunities that create pathways for self-determination as they weave into the fabric of their newfound home.,Education & Literacy,Youth Development,Community Development,https://www.charitynavigator.org/ein/271458930,https://www.guidestar.org/profile/27-1458930,,,Returning,,,https://www.charitynavigator.org/ein/271458930,https://www.guidestar.org/profile/27-1458930,,,"Immigrants, Migrants, Refugees","Black, African American, African",Children & Youth
Sherwood Community Services,"402 91st Ave NE
Lake Stevens, WA 98258
(48.000529999, -122.110293015)",91-0762805,10141,https://www.sherwoodcs.org/,"Our mission is to create an inclusive society where children and adults with disabilities have the ability to live full, independent lives as part of their communities.","Mental Health, Disabilities, & Substance Abuse",Housing & Employment,Youth Development,https://www.charitynavigator.org/ein/910762805,https://www.guidestar.org/profile/91-0762805,https://www.bbb.org/charity-reviews/greatwestpacific/sherwood-community-services-in-lake-stevens-wa-1000033907,,Returning,,,https://www.charitynavigator.org/ein/910762805,https://www.guidestar.org/profile/91-0762805,https://www.bbb.org/charity-reviews/greatwestpacific/sherwood-community-services-in-lake-stevens-wa-1000033907,,People With Disabilities,Children & Youth,Economically Disadvantaged People
Cancer Research Institute,"29 Broadway 4th Fl
New York, NY 10006
(40.7060475, -74.013298458)",13-1837442,4009,https://www.cancerresearch.org,"Support and coordinate scientific and clinical efforts that will lead to the immunological treatment, control, and prevention of cancer.","Disease, Disorders, & Medical Research",,Health (General),,https://www.guidestar.org/profile/13-1837442,,,Returning,,,,https://www.guidestar.org/profile/13-1837442,,,,,
Aid For Starving Children,"PO Box 2156
Windsor, CA 95492
(38.541355, -122.80026)",52-1224507,2874,https://www.aidforstarvingchildren.org,Together we are helping to make a difference in the lives of children and families.,Food & Hunger,Poverty Relief,International Relief & Development,,https://www.guidestar.org/profile/52-1224507,,,Returning,,,,https://www.guidestar.org/profile/52-1224507,,,,,
Nourish Pierce County,"1702 S 72nd St Ste E
Tacoma, WA 98408
(47.191592021, -122.458463024)",91-1198391,9449,https://www.nourishpc.org/,The largest food bank network in Pierce County with 20 locations all designed to provide food-insecure families with nutritious food and much-needed encouragement.,Food & Hunger,Poverty Relief,Health (General),https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=911198391,https://www.guidestar.org/profile/91-1198391,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=911198391,https://www.guidestar.org/profile/91-1198391,,,Economically Disadvantaged People,Women & Girls,Children & Youth
United Breast Cancer Foundation,"PO Box 2421
Huntington, NY 11743
(40.8738497, -73.4285012)",11-3571208,4193,https://www.ubcf.org,"Providing financial aid, emotional relief, early detection, and education. Serving women, men, patients, survivors, and families.","Disease, Disorders, & Medical Research",,Health (General),,https://www.guidestar.org/profile/11-3571208,,,Returning,,,,https://www.guidestar.org/profile/11-3571208,,,Women & Girls,Seniors,
Rails-to-Trails Conservancy,"2121 Ward Ct NW 5th Fl
Washington, DC 20037
(38.906406997, -77.047572135)",52-1437006,5079,https://www.railstotrails.org,"Converts thousands of miles of unused railroad corridors into public trails for walking, bicycling, hiking, and wildlife habitats.",Environment,,Community Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4381#.VxZt1vkrKJA,https://www.guidestar.org/profile/52-1437006,https://www.give.org/charity-reviews/national/environment/rails-to-trails-conservancy-in-washington-dc-3073,https://greatnonprofits.org/org/rails-to-trails-conservancy-1,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4381#.VxZt1vkrKJA,https://www.guidestar.org/profile/52-1437006,https://www.give.org/charity-reviews/national/environment/rails-to-trails-conservancy-in-washington-dc-3073,https://greatnonprofits.org/org/rails-to-trails-conservancy-1,,,
International Fellowship of Christians & Jews,"303 E Wacker Dr Ste 2300
Chicago, IL 60601
(41.887398004, -87.620267005)",36-3256096,2916,https://www.ifcj.org,"To build bridges between Christians and Jews, and bless Israel and Jewish people around the world with humanitarian care and lifesaving aid.",Spiritual Development,,International Relief & Development,,https://www.guidestar.org/profile/36-3256096,,,NEW,,,,https://www.guidestar.org/profile/36-3256096,,,,,
"CERES, Inc.","99 Chauncy St 6th Fl
Boston, MA 2111
(42.353099562, -71.061009937)",22-3053747,2604,https://www.ceres.org/,A nonprofit organization transforming the economy to build a just and sustainable future for people and the planet.,Environment,,,https://www.charitynavigator.org/ein/223053747,https://www.guidestar.org/profile/22-3053747,,,Returning,,,https://www.charitynavigator.org/ein/223053747,https://www.guidestar.org/profile/22-3053747,,,,,
"Bread and Water for Africa, Inc.","8301 Richmond Hwy Ste 300
Alexandria, VA 20020
(38.732535187, -77.100410227)",54-1884520,2789,https://www.africanrelief.org,"Strengthening African initiatives for self-sufficiency by supporting health care, clean water, education, orphan care, agriculture, micro-credit programs focusing on women and children.",International Relief & Development,,Poverty Relief,,https://www.guidestar.org/profile/54-1884520,,,Returning,,,,https://www.guidestar.org/profile/54-1884520,,,,,
21 Acres Center for Local Food and Sustainable Living,"13701 NE 171st St
Woodinville, WA 98072
(47.750170011, -122.157112985)",91-1980248,9998,https://www.21acres.org,"A leader in sustainable and regenerative practices, serving as an education center and living laboratory for people who want to learn about sustainable ways of living.",Environment,Education & Literacy,Food & Hunger,,,,,Returning,,,,,,,,,
Byrd Barr Place,"722 18th Ave
Seattle, WA 98122
(47.608777991, -122.308571042)",91-0786727,9400,https://www.byrdbarrplace.org,"We nurture a more equitable Seattle through programs and advocacy - we envision all people having access to the basic human needs that propel their health, well-being and prosperity.",Poverty Relief,Community Development,Food & Hunger,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=910786727,https://www.guidestar.org/profile/91-0786727,https://www.bbb.org/charity-reviews/greatwestpacific/byrd-barr-place-in-seattle-wa-22960374,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=910786727,https://www.guidestar.org/profile/91-0786727,https://www.bbb.org/charity-reviews/greatwestpacific/byrd-barr-place-in-seattle-wa-22960374,,"Black, African American, African","Immigrants, Migrants, Refugees",Economically Disadvantaged People
